flux_4000,flux_5000,flux_6000,flux_7000,flux_8000,flux_9000,flux_10000,redshift
0.344308173686552,0.38899612681096674,0.3988813422828634,0.5013156957133981,0.5372837123893397,0.5496241994302324,0.5372022715431995,1.7851759613930136
0.39118558941525233,0.405899849989308,0.5000267008116379,0.5804842458509863,0.46961820366493867,0.5271939915099357,0.5438522537559846,1.1996737821583596
0.33583341291586355,0.40014640128415785,0.4258514681925355,0.6383094658882332,0.5127610342725666,0.4665854277137902,0.4042012565600355,1.5142344384136117
0.5624722969077217,0.3717699483034857,0.373293312362659,0.49829218818069015,0.5236797859999675,0.5404753021424692,0.4629012236901552,1.5924145688620426
0.4103595274472273,0.4724972382893647,0.4822311332177562,0.5752786705411738,0.4963026770439243,0.5382706227009382,0.6770466492686993,1.0464504127199978
0.5091132845817408,0.417199762844229,0.40477593158097697,0.4461069736475901,0.4658436928074819,0.5078194907635015,0.547989074296834,1.6075448519014384
0.4319329259660454,0.3946873969573645,0.5609740625159695,0.5708349771888824,0.513039744855049,0.4609349841980427,0.5078078428524462,1.1705241236872914
0.4465724968736909,0.49573143188246016,0.5294389963259053,0.5364756077775152,0.5230719247714566,0.5760815325109254,0.7254848726300658,1.0650515929852795
0.3179494417627962,0.412776475707491,0.3690022815650471,0.481138527921984,0.4931222768378312,0.47009313322627594,0.5011327145986814,1.9488855372533331
0.3023081989131243,0.365936415618689,0.39855256967201375,0.4130047799703308,0.47182097908549836,0.5410676175925635,0.565705575709134,1.9656320330745594
0.3311840474180877,0.3800847186754683,0.3916939645662083,0.5051683652994486,0.5107483704864566,0.5271516850501461,0.4517822284894781,1.8083973481164612
0.3808932924092625,0.4065165814163978,0.45866216225943485,0.5266871205531124,0.4869906759111538,0.44656639551969274,0.579466343366191,1.3046137691733706
0.5585731766473471,0.4988980314884729,0.5161339791648225,0.5483424372540143,0.4577675583413292,0.5174570105516512,0.5079292357567783,1.0976721140063839
0.36807015706406254,0.3971292991661247,0.4333642695002087,0.5168790355335713,0.5077774322955207,0.5257803619293427,0.485467225570254,1.6842330265121568
0.3942422697018496,0.38075827956465874,0.44698157442358166,0.5233029053642796,0.5587736080653674,0.5043819470312537,0.4585001637432139,1.4401524937396013
0.48592851097626577,0.3496501741760607,0.6028009605770471,0.5080266123462253,0.4741467947897532,0.48318865396038213,0.42169279488841366,1.1220382348447788
0.4083535975695796,0.37611064501662894,0.4871344016500308,0.6527718669604846,0.5516844899509594,0.4770785007677027,0.42158689190361154,1.4951769101112702
0.4370844993448502,0.44999375245115864,0.47327613314541117,0.506535044439702,0.48372705161908536,0.5733272886393261,0.5908832782389801,1.0343885211152184
0.32033612869362166,0.34091760804718885,0.47406489337861996,0.49098365523290843,0.540867228937483,0.5317860064437616,0.5233239729851065,1.909320402078782
0.3670848889871702,0.37565326440273256,0.45241921439441257,0.5024668896013066,0.5045147994631848,0.4567838095064749,0.5471947919679474,1.258779981600017
0.35713928081835267,0.4462735688874061,0.3284748334802365,0.4894811033485591,0.5154307980769769,0.5451144599328559,0.40069231536772687,1.662522284353982
0.42992707994881474,0.37967046777529945,0.5056487072728791,0.4487141408920418,0.5501797006382521,0.44929516160007826,0.5347585760193512,1.311711076089411
0.4332578511063506,0.3899577531947506,0.44065638763072473,0.6092522674695099,0.5489480516482285,0.4983136078775422,0.4666643525917778,1.5200680211778108
0.4778426446649481,0.4016997080698431,0.4412379320452464,0.5573170593815235,0.5494811905250871,0.5362587927835761,0.4723024556710773,1.5467102793432796
0.3586691205277739,0.4459737640539354,0.4867153151856223,0.5471727754659987,0.47393389956879567,0.46723155911937475,0.55075239272545,1.1848544555255272
0.3092774818260308,0.36686587705027185,0.4349312763025615,0.4484534139524643,0.4671925675681691,0.5137687712526177,0.5606669296307225,1.9695846277645586
0.27626218764497895,0.3941370450427414,0.40484797325974375,0.4700888932673336,0.5535673573626848,0.5286416310392917,0.47025067037061274,1.7751328233611146
0.3070802510999327,0.3511508387774084,0.3600641903427536,0.39478247198632066,0.5389706061417591,0.4680101297722989,0.5025216980534543,1.9394989415641892
0.2772565373567533,0.3502117180604144,0.3790981328012796,0.5395076962760755,0.5735851362021155,0.48674892868024716,0.6038616246555852,1.894827350427649
0.5637089462114516,0.4430643129361307,0.3441732059459648,0.5498680782017632,0.45838346491188864,0.4714267352863922,0.5148432803467381,1.597899978811085
0.3924229259562885,0.39527154018213556,0.42050616939476904,0.4670175154498604,0.5318177717335357,0.5212614532880585,0.5395033316837498,1.9218742350231168
0.49510993032941747,0.44528731561976426,0.49809251425941137,0.509052474153833,0.4337938577921093,0.5696762791375569,0.4559451261002788,1.0884925020519196
0.3521428595947899,0.3968786594120169,0.5491267076754316,0.5689319222087239,0.4404323794883971,0.4381086337232833,0.5699767578745519,1.1959828624191453
0.37638745025287035,0.46448924909047534,0.5356271392524474,0.5032384960371626,0.45954489224768097,0.5149166227838176,0.6384472960335358,1.045227288910538
0.36765804128253365,0.3360510962231741,0.5006912311125307,0.5020605146661115,0.5353869283252932,0.5039892476223986,0.5857193807911436,1.3253303307632645
0.3692669049696772,0.40155233187718214,0.4903512869996449,0.5312476700128165,0.5134514772051679,0.4898601690082596,0.45232841860754036,1.3886772896894821
0.352611953183408,0.34357736216235163,0.508721301196587,0.460873202294522,0.4883647229558234,0.431803373569247,0.5804425366245006,1.2713490317738958
0.3302366821271436,0.41053404858499687,0.37358224192914186,0.48386619632195454,0.5371821474687494,0.5942826349625043,0.47082262936087227,1.8287375091519293
0.36169735530477254,0.4116264549271432,0.49291086487360575,0.5201869759342495,0.5162151924465684,0.4679667185081178,0.5177225721527161,1.3567533266935894
0.40420413730997956,0.44516713748151127,0.4472264923405236,0.4560306874199408,0.5149025562000258,0.5142189893313782,0.5358919860156846,1.2809345096873808
0.45061570635405684,0.45665634212722545,0.4157007672250461,0.5538362323064996,0.5760316965568846,0.48350993959074146,0.43900412201849176,1.5426960831582486
0.40595660347357454,0.40418681824456054,0.6442374029608946,0.5107409311131994,0.5035651090575697,0.43637976986512134,0.5047630596956614,1.1409242249747626
0.2681158914321347,0.3915931580896918,0.4112196813527097,0.42997787074256283,0.5486124255609951,0.5697710364560691,0.45765379535678397,1.8021969807540397
0.4977235905592914,0.49552317052339134,0.4896421640649058,0.5164948066355534,0.5167880081711812,0.5726196345112732,0.581430856428142,1.0745506436797707
0.2716319150094961,0.37297315206512544,0.3469515865275093,0.4304588883435522,0.4413651722048466,0.4856805297823902,0.5501031639000562,1.9868869366005173
0.3461898625662859,0.38309793485760973,0.3529133092943135,0.470328413280136,0.5498232616410003,0.5288571623476738,0.5457544699459276,1.7722447692966574
0.3958338849451716,0.3941610803982501,0.5012318930603972,0.5414491351041556,0.4934043155292961,0.4890903262855423,0.570907830324832,1.1987156815341724
0.3698375307278016,0.4507169240770822,0.4654306109753727,0.54244912889063,0.4300484042014086,0.46324675776286905,0.5948456604448252,1.0055221171236024
0.3950164120282993,0.37742413540772457,0.41299459397837196,0.49313147009830527,0.5503708918866884,0.5680054743553327,0.48021159922488826,1.8154614284548343
0.3218421621031621,0.43330872092397243,0.36287468823928115,0.5079379826061988,0.517576502567177,0.5023601001411795,0.5080255042500944,1.7068573438476171
0.2820821504143164,0.3959817584406632,0.3826405941039072,0.5065384806339913,0.5274997868549762,0.5620596262863641,0.5143150907408028,1.7290071680409873
0.35809138937578006,0.39380159385651237,0.3856032798457887,0.4371760514647342,0.4745687235726342,0.5248899397564945,0.4593011210335664,1.7712703466859456
0.4401547956654009,0.4865568996094576,0.5246520631669902,0.5201484693692743,0.5052931815214468,0.5739191076784506,0.5286954762864624,1.0740446517340905
0.3232552559930383,0.39155620244627065,0.4429823996499714,0.5415456052970783,0.5640170978584572,0.5066437418411268,0.5224552146642328,1.3584657285442727
0.5263432050196618,0.4350056212315649,0.5454034552725564,0.49833965009759795,0.47573097598820563,0.5151936767839146,0.4869262834323512,1.1158690595251297
0.3706597605212814,0.3790232606472141,0.42697317022587444,0.5066052636101204,0.6977225496061025,0.4670901027997331,0.44578207037931256,1.8631034258755936
0.46883951974197324,0.48342912138805566,0.3888809598422399,0.41833414125021134,0.43430915880061244,0.5427459785578604,0.4893473469161323,1.623298126827558
0.3426020056231682,0.307785203451742,0.4584377826193557,0.5122064031538457,0.471358487634692,0.4986071437295358,0.526997301185743,1.3308980248526492
0.4401980904589239,0.48645691697791527,0.4730685630993698,0.5543459715004361,0.4778427666897963,0.6074200550140523,0.6663794952382965,1.0635583502860237
0.35577913308715375,0.3581818416425958,0.4652749667622148,0.5289606129697906,0.5140294941625158,0.44174062166396955,0.6035092724541296,1.3109823217156622
0.35200131107420884,0.36437323877584515,0.515149979747136,0.4871862639265316,0.5743839369447375,0.5183605270305748,0.5202419503114,1.325183322026747
0.36159806619311974,0.37434459972991785,0.4058900762449492,0.48783141645899686,0.5522853098946916,0.6260506458313441,0.4944616518104829,1.729606178338064
0.34182479687629636,0.512431101698113,0.36858000021334963,0.5218205908167678,0.4898712191467619,0.5310424253996378,0.5013275191533045,1.6375574713552132
0.311887316843475,0.34059773146551814,0.45257888874330104,0.46461858686561686,0.5258681452027679,0.532753903109209,0.5656271221770425,1.8872127425763265
0.3983488389292167,0.4113462448540234,0.464659510734264,0.5147841808609608,0.5763799871218653,0.4869237254895165,0.4895387983446724,1.4722149251619494
0.5109720140047225,0.4451436787305078,0.5673452505567428,0.6088271618687223,0.46040613764499105,0.5419485650123015,0.4682587237989339,1.1195942459383017
0.33123937005773,0.45842201216354483,0.39752897130941584,0.5034287351797532,0.5491531813719849,0.5209085490191119,0.4598769398776876,1.713244787222995
0.2874524158852068,0.32154277651545793,0.4495891616345098,0.4440513898489033,0.504982592886789,0.5305452284331966,0.49160660368394005,1.7607850486168974
0.46594921579668935,0.4346473101258876,0.4146845163914707,0.5018019890231938,0.53395653923109,0.5043679912394581,0.5234743559999248,1.5612771975694963
0.33107132130283345,0.4009101826698481,0.40714526698211134,0.5103254146136573,0.5127242205756178,0.49452768228901584,0.48649449863692157,1.770967179954561
0.3533980781775466,0.3757434417747559,0.49728318042870434,0.6853459313594223,0.5350068864838857,0.48474878922318576,0.5043273265757058,1.4937955963643907
0.38691987077889983,0.47642182356161245,0.44773450506597595,0.5076032971799883,0.5605676287715289,0.5123782705708407,0.5074408275997613,1.5227328293819942
0.3978669654246166,0.4038479420733788,0.44040650051934355,0.5012127489147052,0.5623932150865584,0.4652307523752409,0.4866035106274053,1.4275410183585495
0.44655386150401816,0.48532924478610445,0.48999863103725755,0.5448171109030441,0.4897175774591176,0.4782851388950011,0.5866039549687072,1.025419126744095
0.5024809047979291,0.4050025258079178,0.5584497115249474,0.5211439558741965,0.47793738926791585,0.4960650090051898,0.4536790671172062,1.1078914269933045
0.42504106640537126,0.4592160506090866,0.5766371679525585,0.5088359457431796,0.461181735542771,0.5590778902979446,0.5616957322325602,1.0314291856867341
0.31743109287403165,0.45072305610171187,0.4280289473911555,0.4424116054950261,0.5482950606068064,0.5189732198709751,0.5045859539669929,1.6364104112637805
0.4159604743476757,0.4431100776384469,0.5379731198857355,0.524653572617239,0.5602038531880992,0.4852356503245733,0.5662707348175297,1.3143559810763268
0.3568202881533635,0.3692964614291429,0.447532454155399,0.638783146411333,0.5253647262115374,0.5046661017273985,0.4822668296457788,1.5085706911647028
0.33367221262099744,0.4076045241756308,0.37909588473309846,0.4709126997104752,0.5112160556090909,0.4440425345523672,0.513580603550919,1.9075664739260931
0.3717300733093581,0.43151865049151455,0.4777328086424595,0.47991622441719256,0.5483887205132306,0.5005759638625591,0.528969724659636,1.249292229148875
0.37752156776948426,0.3890038865311103,0.48331833693141923,0.538026950746737,0.5793613060425639,0.5395834748072319,0.4458710379544658,1.4103829230356297
0.28366524707961244,0.38593850959153936,0.33464071010456126,0.4897320192750417,0.503421841257193,0.53184590067018,0.4580804063431328,1.7555511385430487
0.3920928175429252,0.373335147750856,0.4407253421123412,0.42455930333994213,0.4997535348647252,0.5412745843269936,0.5847037059661961,1.2287981654916225
0.4379672887649465,0.45949432195443285,0.5235822574885283,0.48451075086719175,0.4956463568715162,0.591883866998646,0.5862038707168111,1.0769799098287929
0.37635255281116636,0.38290015217756573,0.4428276903160073,0.46565141452464165,0.5131494307409747,0.4530314720949242,0.6125079327227037,1.2897514529137681
0.40864529219968554,0.46654225149437256,0.5496985061048937,0.5339633858762098,0.4558781886874924,0.38267061010278963,0.5507320664042412,1.1612212872540044
0.3398638996484834,0.3455206739348514,0.39530250489937346,0.4636385734015836,0.4517873976128206,0.47667777506940107,0.5690765343973164,1.929697652342573
0.2792664616468501,0.38847617761773706,0.34674024013691046,0.5029724427822401,0.537369912330158,0.4867687804693197,0.5378280342823425,1.808120379564417
0.3641527356457716,0.47610903308242736,0.39764824496430096,0.4860682378907918,0.4505728417904369,0.5398327483610701,0.5243409494492993,1.6334037565104236
0.3998264306922584,0.380053072288637,0.40926891507302393,0.4499858196660649,0.622490540062931,0.4869563498293076,0.44447134185299975,1.8714605901877177
0.32774352768884896,0.40692045164716323,0.3139695369197991,0.4562790762146807,0.5514520499030536,0.5929673629186022,0.499512750715295,1.8036720768991144
0.36840011085048147,0.38987813376774594,0.5552877318276497,0.534305157345332,0.4586899165683434,0.4675770137777682,0.5241110158519181,1.1865700588860357
0.33801096489871635,0.41905327224424055,0.427594855775948,0.4785001253159039,0.5345894600499348,0.4684224522132636,0.5541320556948225,1.8925589984899778
0.3942610567845752,0.3974876979983342,0.5251615280093096,0.5427725361971075,0.5105272045125474,0.4763669689237274,0.48710086779647366,1.5393422419156506
0.3186725146985165,0.33802910641516914,0.4157376524891383,0.47048306595437395,0.5984312805070352,0.5807417415185725,0.4827038781127742,1.8074401551640626
0.38454147696068486,0.3678406674066149,0.4444418540561822,0.49938669566358324,0.5154794648452138,0.484699094920482,0.5557689270503714,1.8960912999234933
0.35607252659215777,0.37155073821539975,0.4535166210118491,0.5102746843934711,0.578840544416912,0.4371633134177509,0.5633295455307122,1.3180034749718639
0.5410001808644715,0.42529025901631856,0.5542184326347028,0.5229805570528638,0.5085025776104581,0.519922235702271,0.49726687151150245,1.1100519245276768
0.4143575078953162,0.4646097412266605,0.4836316006506737,0.521517592708058,0.5020497499945188,0.4436367262269009,0.5567964465794182,1.2279351625419417
0.36864264820731557,0.4150491217291681,0.5180696594144867,0.4812682287768849,0.6105717383887157,0.5193611651481043,0.4634776607687175,1.4271077886262562
0.25641372307777077,0.35584354501283255,0.4273470485907296,0.4792255207354016,0.5215522180621713,0.5236115196628033,0.529813660826353,1.8180147659224932
0.3844798242884051,0.3704839613340963,0.40212520861783424,0.45426024643675467,0.6533276486809503,0.573972046925954,0.516375183084937,1.8607305832563434
0.42978663275394763,0.5317834005642683,0.5482605205980355,0.5099237550234116,0.46593612868219275,0.540594228835186,0.5404831384266434,1.0069521305311908
0.38629783466738943,0.3599552772980155,0.48422621800332255,0.6180670342697623,0.5451671033751335,0.49874124345098947,0.4575562028465024,1.5107473025775657
0.39602235234375566,0.4043033043766006,0.5034714251277922,0.46825911681755583,0.5687683818182888,0.5360121851371356,0.4601519937857928,1.417411003148779
0.3536810452445333,0.4041999332369882,0.4801833841778279,0.5402928930322006,0.5198540789330864,0.47814696848307275,0.5741906233277001,1.2221078104707304
0.4819247742764237,0.42490334941900426,0.5756880853548948,0.6380722503817978,0.4747822642106371,0.4841711060982009,0.48233664846777147,1.119865367333683
0.3503537287730021,0.31440783039316056,0.497210330343196,0.4944723732563077,0.5287772846901319,0.49632759160795564,0.5108974327759755,1.337615171403628
0.331818584713618,0.33767142587474025,0.40506596133812556,0.4236873789796018,0.5121439418852536,0.5108184885146401,0.4956000225067141,1.9429097039125192
0.39722957715778356,0.37005400204715616,0.5067724665070903,0.5189466254321824,0.5740274636905232,0.48397776392902975,0.5357757114421109,1.3232029320207552
0.37611720621787625,0.38632977878158054,0.4621485076453493,0.5378123670987325,0.4935055152469916,0.4583051379571054,0.49382391702909884,1.5187906217433662
0.3797429729459638,0.42536830228627254,0.37903198148038636,0.484045846529798,0.5636694937063522,0.49163684767107607,0.48745818497367144,1.7030189588951778
0.37954459306700383,0.4132150697344462,0.48703978208135745,0.5457864006843347,0.4350246352552983,0.48858399510480377,0.4581532690786558,1.363629602379294
0.24596638835478807,0.3722518107255592,0.42544286028925316,0.43179465064401934,0.5047824105185926,0.5371269860300605,0.5587587956555146,1.9717820827209607
0.3524242350427825,0.3752314039308653,0.3890234146041324,0.3811296321119313,0.47229226381093864,0.4584209568818461,0.6048185097308959,1.9624472949421112
0.3731619965107087,0.38865912358307,0.47238200594482765,0.5113304927217922,0.54270095374952,0.4524345467242632,0.5348466526097155,1.2517822958253642
0.3484450828457228,0.3517808956184184,0.43178110649487955,0.6620112812756078,0.5255228986571041,0.46418235426759163,0.41307695757440444,1.4972485058923855
0.36989511859086055,0.3428116660481486,0.4975407454452904,0.4850669391322717,0.48919875232800536,0.4472181763039467,0.5689070615968038,1.3008783098167696
0.38864739669621634,0.4289499962713195,0.40730315719529187,0.4955397459288213,0.5143761735744935,0.4742358639242315,0.5783930922984725,1.2848404943774676
0.3824249211178563,0.4595758273871353,0.49381449896428603,0.55073485304776,0.4294642944145112,0.5958544291782252,0.6236087459586298,1.0368869473545328
0.4691169227751843,0.4417358448621176,0.3552682476212921,0.4229210084928007,0.5031942648437352,0.5331603394614195,0.4454965440107964,1.6095643339798968
0.4004227766206164,0.37901052064321344,0.4514614965310335,0.7297004933046766,0.5680244212103437,0.4884260916461684,0.44021342254935586,1.5026790232288616
0.34574913413661773,0.45213264752113547,0.5066913238457064,0.5136839137491477,0.477235665333,0.5571258467872771,0.7108262133511297,1.0514787512499892
0.35555434258459284,0.38784342843173525,0.4749552665040123,0.4599603558398522,0.5617750715502179,0.4520530438768256,0.545339102389345,1.2786464642366115
0.3519191621507099,0.3689850676208902,0.441483809705343,0.4871279685597422,0.513037083786403,0.5065938421895017,0.47409931848203946,1.9082658859666537
0.3868037890789658,0.38489819926234276,0.4688249986319283,0.5133459451244946,0.4413770822042245,0.43086479495892693,0.5398174909304085,1.2395618906669723
0.4423603255769406,0.40676891584004937,0.7193074149681291,0.5193789773574603,0.5368276821979765,0.4867169181349485,0.4864432463528426,1.144894872091223
0.4259610721665705,0.3514827153372589,0.5104739165481064,0.649533202026716,0.5138651864406109,0.5260233897397865,0.44188791524684645,1.4894527602775631
0.3091311035230214,0.37341935537034987,0.38288185803306385,0.4565935682366385,0.4970754968178819,0.453518644083317,0.5487378586807369,1.9856504541106008
0.3308823035349873,0.42188943912033267,0.5073415764783026,0.4837413172082061,0.48717164766156057,0.4175772960170687,0.5046881019984752,1.2420552715115005
0.34447350853093966,0.464720504893449,0.4289293284532298,0.5070450517848676,0.5015119373316219,0.5112643309789919,0.42432670044528903,1.6721355474058786
0.29222717415572785,0.40903224233569246,0.4354945925591283,0.43992691490482094,0.4927488095271813,0.5392140382904133,0.4936994609541912,1.7616196153287176
0.35432080590371506,0.3987478708725754,0.4578879700441036,0.5120404021984952,0.5122641380031226,0.45507165162169094,0.5185880836736038,1.2376375439923997
0.31003171909146754,0.3930884187588078,0.37331143135250466,0.4654226401902625,0.5669087740123969,0.5602112872759138,0.4742598527573176,1.7282163486118596
0.37321515369254576,0.390662413034707,0.5114834886809106,0.5271040165507687,0.5115997692820617,0.5074216214360409,0.4229729192487239,1.3677831327192531
0.36265855817638804,0.4665514091552794,0.39834870998672944,0.507700943612389,0.544227496208596,0.5543385650396834,0.4839385367493928,1.6323058305935794
0.33180900793103235,0.48305189316814623,0.36766062733983024,0.4339436999179933,0.4731348538204205,0.523883517651204,0.4540103950790713,1.6335297107608948
0.4123211710761388,0.3684376390252881,0.4372135462179058,0.6052443085200608,0.5150924364181684,0.41610373954780866,0.4535651664001997,1.5357746840747586
0.5333862636325818,0.5054773429843706,0.4880463098945622,0.5310546368847192,0.4875340632462158,0.5646819768303883,0.5642403008447741,1.0902897700544083
0.30002280533676173,0.380587713823533,0.41448606988810643,0.5043761989896534,0.5782600525191789,0.5510422782941584,0.4934557332568016,1.835302495589238
0.37405336843267484,0.37600756897624754,0.49653899578387045,0.4930230299810014,0.5249175398063506,0.47939458381135286,0.5833302416088894,1.3207800649717358
0.3892188723445152,0.34241046589475926,0.5513773143837488,0.5236677542380863,0.46100982906846194,0.45741162193888263,0.5853558791909045,1.1865185103998543
0.34031089179108176,0.5627822151565531,0.5518963298349276,0.5288655108940801,0.4504234050161012,0.551957890174077,0.6482112302172784,1.040775141554764
0.5971032570356319,0.45717351055114774,0.4256825041525711,0.46458539293270196,0.4981324232847715,0.5262190738560828,0.5289729810619619,1.590892943188242
0.3686026073766661,0.3411106586635973,0.4064485135234427,0.4720840123443345,0.5201023963260812,0.5044999370281466,0.5364428357139325,1.6775643618422824
0.4230491534771517,0.4558595438213037,0.5420570411193758,0.4982475538760083,0.42156192643389806,0.4828444329846921,0.6489175875717547,1.016587828927856
0.4050015708879603,0.4089634659615515,0.4692213675721352,0.6351664574590017,0.5165697129456035,0.47034850935992417,0.48381654908677824,1.512093058299281
0.40112627251188665,0.4268253879097061,0.4940465862117645,0.5237847379389908,0.5329063310140958,0.46705292024408085,0.5223905857338632,1.226495775197938
0.3746386296041055,0.45822275725870754,0.3636422264058235,0.4525732270192121,0.4615202764196197,0.5186889542300684,0.4300344357616685,1.64517279040945
0.41615670602838134,0.40885644158046,0.5129853584923841,0.5566071285756825,0.5116914117091069,0.449490692882723,0.4995788235874684,1.1743664290049916
0.3158697259015909,0.41469725438296945,0.41654920828017666,0.4640964904523139,0.521136088983989,0.4608115781022888,0.49641027268143645,1.690937738102466
0.32587705169311587,0.41706272265840993,0.4897186165639659,0.5590874245435481,0.47861656300945765,0.3938251309633312,0.4867623491236834,1.3867353463005374
0.36652997591617154,0.38966158966716535,0.4013010328366321,0.4337136604894265,0.5252214531188484,0.4655366070648705,0.5466772653368938,1.9367299887367344
0.4579470027282506,0.46507190608230975,0.7306760723061515,0.5370624579435912,0.46569760710138486,0.4381249520434472,0.444009621630965,1.1375209441459933
0.3260068510419089,0.3742157124984033,0.4589254947077548,0.5182330185368093,0.5163264259263836,0.5284778690585036,0.5205765828021102,1.3410663510502585
0.48702741916766373,0.42068149637558444,0.5560021409194675,0.5500544458180999,0.4678817390342539,0.5008557511689047,0.45430819533104244,1.113473521240589
0.2791806908323984,0.3271123241616056,0.38436925667331956,0.4725100211407077,0.5173957511113368,0.5036504437577959,0.558263835553072,1.9246936182785628
0.3679772281168824,0.3833683909271121,0.4153033987947957,0.48617542627809396,0.566213263411108,0.43895064688721297,0.529981622105811,1.877339353380981
0.41756991551598377,0.4083459350961683,0.483725321342522,0.5391697843436721,0.49658077357675035,0.4576439484485864,0.5198947634604069,1.2579416277151556
0.35228967701809977,0.47054565040112817,0.4260840130264626,0.45745677385061606,0.4859628407010641,0.5138093590119626,0.5128256621822103,1.659984046034179
0.27503960909641173,0.30327283164729724,0.37209138535039243,0.44739334130768016,0.5326062975215883,0.5281876298829256,0.4767093719083575,1.8172222002012157
0.45565178197487743,0.41819626101882434,0.44005432273674017,0.5347128160411126,0.4849516187621642,0.5368452265031541,0.45014651922573085,1.5552008115994624
0.4020000807210052,0.3660603945728286,0.3832832074123965,0.5713840195911029,0.5398198128233166,0.47068094780513625,0.4247241492519288,1.5296505783560064
0.4150956812291523,0.35666933318629623,0.5244634827719619,0.49819634054087847,0.5100179105863717,0.43629243518837146,0.5123431176269246,1.2418522909004517
0.5010451979842367,0.44276917711205166,0.5233479494994147,0.48649664141744026,0.5080938393306222,0.5164203176667739,0.46613099864961066,1.0931027678058993
0.3093088559551761,0.28964241429989146,0.413793457637873,0.5586909160535969,0.5599867544047643,0.506127783688956,0.5084462207644935,1.8972157579533269
0.3373319631171768,0.3823066164405161,0.3820420879764118,0.5128098831069491,0.5648980040216034,0.5219192747897431,0.5324590720431643,1.9004180571633305
0.39027261013174475,0.5231849107847423,0.4099225468362841,0.4389897942208261,0.46926623876859,0.5388231359546379,0.5253147209190889,1.633101457273268
0.32133150976828034,0.34230057307181677,0.4801085054184561,0.522954436834998,0.5388903871843357,0.5067543434020183,0.5233204303272688,1.3390297910487008
