,wavelength,total,iron,iron_br,iron_na,iron_uv,continuum
98,1255.3,18650080.98263478,12041206.366790576,0.0,0.0,12041206.366790576,15168961.049749844
99,1255.7,18518216.64966856,1166721.2355949078,0.0,0.0,1166721.2355949078,15170102.648077969
100,1256.1,18455708.30886552,111833.41035477012,0.0,0.0,111833.41035477012,15171243.968685107
101,1256.5,18380127.16588885,0.0,0.0,0.0,0.0,15172385.011727232
102,1256.9,18191201.094189256,0.0,0.0,0.0,0.0,15173525.777360177
103,1257.3,18348324.053016912,0.0,0.0,0.0,0.0,15174666.26573963
104,1257.7,18270416.95287125,0.0,0.0,0.0,0.0,15175806.477021158
105,1258.1,17938803.774370868,0.0,0.0,0.0,0.0,15176946.411360173
106,1258.5,18160015.63379848,0.0,0.0,0.0,0.0,15178086.068911966
107,1258.9,18259242.036562424,0.0,0.0,0.0,0.0,15179225.449831681
108,1259.3,18277381.163894907,0.0,0.0,0.0,0.0,15180364.554274336
109,1259.7,17752702.138358455,0.0,0.0,0.0,0.0,15181503.382394802
110,1260.1,18889357.453258757,0.0,0.0,0.0,0.0,15182641.93434782
111,1260.5,17831766.326918703,0.0,0.0,0.0,0.0,15183780.210287994
112,1260.9,17730365.265173007,0.0,0.0,0.0,0.0,15184918.210369797
113,1261.3,17705312.246775858,0.0,0.0,0.0,0.0,15186055.934747556
114,1261.7,17529357.852393754,0.0,0.0,0.0,0.0,15187193.383575473
115,1262.1,17858999.487392474,0.0,0.0,0.0,0.0,15188330.557007609
116,1262.5,17606663.680408593,0.0,0.0,0.0,0.0,15189467.455197897
117,1262.9,17686243.78487832,0.0,0.0,0.0,0.0,15190604.078300124
118,1263.3,17442955.52194746,0.0,0.0,0.0,0.0,15191740.42646795
119,1263.7,17161026.408879783,0.0,0.0,0.0,0.0,15192876.499854902
120,1264.1,17254258.937595624,0.0,0.0,0.0,0.0,15194012.29861437
121,1264.5,17024239.971743524,0.0,0.0,0.0,0.0,15195147.822899608
122,1264.9,17059205.52139343,0.0,0.0,0.0,0.0,15196283.072863737
123,1265.3,16975271.528318375,0.0,0.0,0.0,0.0,15197418.048659746
124,1265.7,16418377.35274718,0.0,0.0,0.0,0.0,15198552.750440491
125,1266.1,16745316.433723276,0.0,0.0,0.0,0.0,15199687.17835869
126,1266.5,16227813.990334326,0.0,0.0,0.0,0.0,15200821.332566934
127,1266.9,16290088.163523648,169065.89620390665,0.0,0.0,169065.89620390665,15201955.213217676
128,1267.3,16395791.661073975,966079.6106986064,0.0,0.0,966079.6106986064,15203088.820463236
129,1267.7,16315427.59427093,4049059.808670309,0.0,0.0,4049059.808670309,15204222.154455803
130,1268.1,16113586.256037973,7751166.790251039,0.0,0.0,7751166.790251039,15205355.215347433
131,1268.5,15524664.713484772,9099554.49465505,0.0,0.0,9099554.49465505,15206488.003290053
132,1268.9,14661554.09252338,8353089.227013417,0.0,0.0,8353089.227013417,15207620.518435447
133,1269.3,15501990.363032946,6002430.94696239,0.0,0.0,6002430.94696239,15208752.760935279
134,1269.7,15777085.163150944,258270.6410482685,0.0,0.0,258270.6410482685,15209884.730941072
135,1270.1,15838928.940728398,693021.3044622235,0.0,0.0,693021.3044622235,15211016.428604225
136,1270.5,15888250.95714588,5059053.051764364,0.0,0.0,5059053.051764364,15212147.854075994
137,1270.9,15917955.340460071,7772886.568468097,0.0,0.0,7772886.568468097,15213279.00750752
138,1271.3,15168218.684652368,8666164.95545257,0.0,0.0,8666164.95545257,15214409.889049795
139,1271.7,15394914.886263592,9713753.466925042,0.0,0.0,9713753.466925042,15215540.498853689
140,1272.1,15281562.62724024,10990251.64954281,0.0,0.0,10990251.64954281,15216670.83706994
141,1272.5,15638150.916377136,12094528.14713657,0.0,0.0,12094528.14713657,15217800.903849157
142,1272.9,15515656.096633386,13603249.719077816,0.0,0.0,13603249.719077816,15218930.699341811
143,1273.3,15765542.492553713,13265695.432963522,0.0,0.0,13265695.432963522,15220060.223698251
144,1273.7,15615714.322593069,12671923.173166776,0.0,0.0,12671923.173166776,15221189.47706869
145,1274.1,15538619.237836292,14658806.120471714,0.0,0.0,14658806.120471714,15222318.459603213
146,1274.5,15254794.384007383,18235736.943571016,0.0,0.0,18235736.943571016,15223447.17145177
147,1274.9,15221917.90728633,18572532.75858236,0.0,0.0,18572532.75858236,15224575.612764189
148,1275.3,15452247.966982346,12533886.242538525,0.0,0.0,12533886.242538525,15225703.783690164
149,1275.7,15510687.289926082,5510726.4451481225,0.0,0.0,5510726.4451481225,15226831.684379255
150,1276.1,15152100.19735754,1079391.591296746,0.0,0.0,1079391.591296746,15227959.3149809
151,1276.5,14944138.2590434,0.0,0.0,0.0,0.0,15229086.675644403
152,1276.9,15295770.677943848,0.0,0.0,0.0,0.0,15230213.766518941
153,1277.3,15414781.247745426,0.0,0.0,0.0,0.0,15231340.587753559
154,1277.7,15141379.35633314,0.0,0.0,0.0,0.0,15232467.139497174
155,1278.1,15618533.55523941,0.0,0.0,0.0,0.0,15233593.42189858
156,1278.5,15638644.662870178,0.0,0.0,0.0,0.0,15234719.435106428
157,1278.9,15027987.801634476,0.0,0.0,0.0,0.0,15235845.17926926
158,1279.3,14393721.523766538,0.0,0.0,0.0,0.0,15236970.654535472
159,1279.7,14956476.48710784,0.0,0.0,0.0,0.0,15238095.861053342
160,1280.1,13898431.483165938,0.0,0.0,0.0,0.0,15239220.798971016
161,1280.5,15274544.122736093,0.0,0.0,0.0,0.0,15240345.468436513
162,1280.9,13558808.527668228,79963.67563411241,0.0,0.0,79963.67563411241,15241469.869597726
163,1281.3,15100138.653081851,451421.9280284556,0.0,0.0,451421.9280284556,15242594.002602413
164,1281.7,15035466.352966994,1870264.468224649,0.0,0.0,1870264.468224649,15243717.867598217
165,1282.1,14948831.256767068,3290617.873266802,0.0,0.0,3290617.873266802,15244841.464732645
166,1282.5,14920949.41383611,4799182.4821074,0.0,0.0,4799182.4821074,15245964.794153078
167,1282.9,14501140.425133197,6862919.024432506,0.0,0.0,6862919.024432506,15247087.856006768
168,1283.3,15291141.605848948,8683145.996588634,0.0,0.0,8683145.996588634,15248210.650440848
169,1283.7,15298754.050251983,8054781.266184028,0.0,0.0,8054781.266184028,15249333.177602315
170,1284.1,14980590.5116549,6301490.140949195,0.0,0.0,6301490.140949195,15250455.43763804
171,1284.5,14556312.790807324,4163331.5214053183,0.0,0.0,4163331.5214053183,15251577.430694781
172,1284.9,14974052.571465315,3982639.9963126206,0.0,0.0,3982639.9963126206,15252699.156919155
173,1285.3,15282870.88691589,6236200.455773444,0.0,0.0,6236200.455773444,15253820.616457654
174,1285.7,14898508.028574562,9627049.398213744,0.0,0.0,9627049.398213744,15254941.809456652
175,1286.1,15282583.084572924,11234753.36985137,0.0,0.0,11234753.36985137,15256062.73606239
176,1286.5,15476653.328372138,12300753.30669139,0.0,0.0,12300753.30669139,15257183.396420985
177,1286.9,15462212.44014584,12345516.025513062,0.0,0.0,12345516.025513062,15258303.790678438
178,1287.3,15495913.84947548,12380396.970931672,0.0,0.0,12380396.970931672,15259423.918980604
179,1287.7,15294028.822895698,11277151.806831883,0.0,0.0,11277151.806831883,15260543.781473232
180,1288.1,14945127.88357777,8557505.562845584,0.0,0.0,8557505.562845584,15261663.378301937
181,1288.5,15455729.119614627,6467668.879694451,0.0,0.0,6467668.879694451,15262782.709612211
182,1288.9,15637908.422060886,4737580.463746102,0.0,0.0,4737580.463746102,15263901.775549423
183,1289.3,15183170.262928275,4676557.632073101,0.0,0.0,4676557.632073101,15265020.576258812
184,1289.7,16418632.188739542,3872093.891695151,0.0,0.0,3872093.891695151,15266139.1118855
185,1290.1,15782286.402079867,4389815.983362619,0.0,0.0,4389815.983362619,15267257.382574474
186,1290.5,15935525.22552567,7518353.721038478,0.0,0.0,7518353.721038478,15268375.388470607
187,1290.9,15324772.030505989,7639329.845004687,0.0,0.0,7639329.845004687,15269493.129718645
188,1291.3,15422852.248038871,4161991.6902562673,0.0,0.0,4161991.6902562673,15270610.606463207
189,1291.7,15405774.46764997,1421029.8402209566,0.0,0.0,1421029.8402209566,15271727.81884879
190,1292.1,15749479.72069238,181440.445168253,0.0,0.0,181440.445168253,15272844.76701977
191,1292.5,16299473.695964258,0.0,0.0,0.0,0.0,15273961.451120397
192,1292.9,15391223.89451706,0.0,0.0,0.0,0.0,15275077.871294796
193,1293.3,15564051.58743467,0.0,0.0,0.0,0.0,15276194.027686968
194,1293.7,15712611.276916891,0.0,0.0,0.0,0.0,15277309.9204408
195,1294.1,15735526.171158629,0.0,0.0,0.0,0.0,15278425.549700048
196,1294.5,15696720.288232695,0.0,0.0,0.0,0.0,15279540.915608343
197,1294.9,15453645.923471663,0.0,0.0,0.0,0.0,15280656.0183092
198,1295.3,15394406.482023776,0.0,0.0,0.0,0.0,15281770.857946007
199,1295.7,15465325.213953055,0.0,0.0,0.0,0.0,15282885.434662033
200,1296.1,16094911.960798245,0.0,0.0,0.0,0.0,15283999.748600421
201,1296.5,15803835.342831066,0.0,0.0,0.0,0.0,15285113.799904196
202,1296.9,15730726.437122377,0.0,0.0,0.0,0.0,15286227.588716257
203,1297.3,16040595.493680276,0.0,0.0,0.0,0.0,15287341.115179384
204,1297.7,15565964.902958548,0.0,0.0,0.0,0.0,15288454.379436236
205,1298.1,16072495.007121855,0.0,0.0,0.0,0.0,15289567.381629344
206,1298.5,15809176.019996816,0.0,0.0,0.0,0.0,15290680.12190113
207,1298.9,16010763.76634517,0.0,0.0,0.0,0.0,15291792.600393884
208,1299.3,15930792.48701888,0.0,0.0,0.0,0.0,15292904.817249777
209,1299.7,15982540.56324412,0.0,0.0,0.0,0.0,15294016.772610858
210,1300.1,16059142.609620351,0.0,0.0,0.0,0.0,15295128.466619065
211,1300.5,15809575.498797866,0.0,0.0,0.0,0.0,15296239.8994162
212,1300.9,16241782.33971421,0.0,0.0,0.0,0.0,15297351.07114396
213,1301.3,15943638.091202416,0.0,0.0,0.0,0.0,15298461.98194391
214,1301.7,16113614.9887658,0.0,0.0,0.0,0.0,15299572.631957497
215,1302.1,16133521.428744717,0.0,0.0,0.0,0.0,15300683.02132605
216,1302.5,16216631.53914553,0.0,0.0,0.0,0.0,15301793.150190782
217,1302.9,15781519.77833402,0.0,0.0,0.0,0.0,15302903.018692777
218,1303.3,16595593.3005524,0.0,0.0,0.0,0.0,15304012.626973003
219,1303.7,15928646.284701318,0.0,0.0,0.0,0.0,15305121.975172317
220,1304.1,16051918.901141504,0.0,0.0,0.0,0.0,15306231.06343144
221,1304.5,15906745.411230143,0.0,0.0,0.0,0.0,15307339.89189099
222,1304.9,16010865.312717512,0.0,0.0,0.0,0.0,15308448.460691454
223,1305.3,15811004.829242729,0.0,0.0,0.0,0.0,15309556.769973204
224,1305.7,16038884.905001182,0.0,0.0,0.0,0.0,15310664.8198765
225,1306.1,15849715.78411938,0.0,0.0,0.0,0.0,15311772.61054147
226,1306.5,15910787.332276035,0.0,0.0,0.0,0.0,15312880.142108135
227,1306.9,15961697.3753761,0.0,0.0,0.0,0.0,15313987.41471639
228,1307.3,15402670.58213592,0.0,0.0,0.0,0.0,15315094.428506019
229,1307.7,15384734.042278334,0.0,0.0,0.0,0.0,15316201.183616677
230,1308.1,15407741.599401584,0.0,0.0,0.0,0.0,15317307.68018791
231,1308.5,15209586.272648271,0.0,0.0,0.0,0.0,15318413.918359147
232,1308.9,15059082.02480436,0.0,0.0,0.0,0.0,15319519.89826969
233,1309.3,15295763.224376868,0.0,0.0,0.0,0.0,15320625.620058734
234,1309.7,15207132.118751476,0.0,0.0,0.0,0.0,15321731.083865348
235,1310.1,15117155.701125314,0.0,0.0,0.0,0.0,15322836.289828489
236,1310.5,15206444.768786209,0.0,0.0,0.0,0.0,15323941.238086997
237,1310.9,15134448.729295138,0.0,0.0,0.0,0.0,15325045.928779583
238,1311.3,15288263.439630777,0.0,0.0,0.0,0.0,15326150.362044863
239,1311.7,14706371.388440631,0.0,0.0,0.0,0.0,15327254.538021319
240,1312.1,14937996.472866748,0.0,0.0,0.0,0.0,15328358.45684732
241,1312.5,14744912.076017544,0.0,0.0,0.0,0.0,15329462.11866112
242,1312.9,14929776.009471796,0.0,0.0,0.0,0.0,15330565.52360086
243,1313.3,14933078.631103756,0.0,0.0,0.0,0.0,15331668.671804555
244,1313.7,14885872.95720659,0.0,0.0,0.0,0.0,15332771.563410113
245,1314.1,14701263.11694033,0.0,0.0,0.0,0.0,15333874.198555324
246,1314.5,14799543.950045642,0.0,0.0,0.0,0.0,15334976.57737786
247,1314.9,15059955.348482342,0.0,0.0,0.0,0.0,15336078.700015277
248,1315.3,14623226.104478586,0.0,0.0,0.0,0.0,15337180.566605015
249,1315.7,14751339.885701047,0.0,0.0,0.0,0.0,15338282.177284405
250,1316.1,14918463.176403098,0.0,0.0,0.0,0.0,15339383.532190649
251,1316.5,14654358.488697872,0.0,0.0,0.0,0.0,15340484.631460853
252,1316.9,14766816.74853815,0.0,0.0,0.0,0.0,15341585.47523199
253,1317.3,14861852.307535972,0.0,0.0,0.0,0.0,15342686.063640924
254,1317.7,14863076.562182603,0.0,0.0,0.0,0.0,15343786.396824412
255,1318.1,14726458.106872076,0.0,0.0,0.0,0.0,15344886.474919086
256,1318.5,14594248.420156104,0.0,0.0,0.0,0.0,15345986.298061466
257,1318.9,14688334.253400952,0.0,0.0,0.0,0.0,15347085.86638796
258,1319.3,14526046.432667814,0.0,0.0,0.0,0.0,15348185.18003486
259,1319.7,14206230.50072196,0.0,0.0,0.0,0.0,15349284.239138344
260,1320.1,14333801.493762469,0.0,0.0,0.0,0.0,15350383.043834478
261,1320.5,14562803.453546384,0.0,0.0,0.0,0.0,15351481.594259206
262,1320.9,14686124.65646105,0.0,0.0,0.0,0.0,15352579.890548373
263,1321.3,14824516.75496663,0.0,0.0,0.0,0.0,15353677.932837695
264,1321.7,14465342.55580748,0.0,0.0,0.0,0.0,15354775.721262785
265,1322.1,14627277.805566806,0.0,0.0,0.0,0.0,15355873.255959133
266,1322.5,14921737.908317588,0.0,0.0,0.0,0.0,15356970.537062127
267,1322.9,14795405.265782684,0.0,0.0,0.0,0.0,15358067.564707037
268,1323.3,14873477.365113605,0.0,0.0,0.0,0.0,15359164.339029014
269,1323.7,15174128.332496636,0.0,0.0,0.0,0.0,15360260.860163104
270,1324.1,14695776.761698006,0.0,0.0,0.0,0.0,15361357.128244236
271,1324.5,14857949.067346664,0.0,0.0,0.0,0.0,15362453.143407233
272,1324.9,14868178.461123971,0.0,0.0,0.0,0.0,15363548.905786794
273,1325.3,14829565.341717012,0.0,0.0,0.0,0.0,15364644.415517516
274,1325.7,15069645.96693286,0.0,0.0,0.0,0.0,15365739.672733879
275,1326.1,15116802.678186,0.0,0.0,0.0,0.0,15366834.677570248
276,1326.5,15119283.62077685,0.0,0.0,0.0,0.0,15367929.430160886
277,1326.9,15133025.87597935,0.0,0.0,0.0,0.0,15369023.930639932
278,1327.3,14958721.67921579,0.0,0.0,0.0,0.0,15370118.179141419
279,1327.7,15310960.80565337,0.0,0.0,0.0,0.0,15371212.175799275
280,1328.1,14892472.088150024,0.0,0.0,0.0,0.0,15372305.9207473
281,1328.5,15348175.98374264,0.0,0.0,0.0,0.0,15373399.414119203
282,1328.9,15088026.007834451,0.0,0.0,0.0,0.0,15374492.656048562
283,1329.3,14985420.82434374,0.0,0.0,0.0,0.0,15375585.64666886
284,1329.7,15393212.810349504,0.0,0.0,0.0,0.0,15376678.38611346
285,1330.1,15266955.02372268,0.0,0.0,0.0,0.0,15377770.87451561
286,1330.5,15142024.705727603,0.0,0.0,0.0,0.0,15378863.112008464
287,1330.9,14952234.05006107,0.0,0.0,0.0,0.0,15379955.098725047
288,1331.3,14872102.265562672,0.0,0.0,0.0,0.0,15381046.834798284
289,1331.7,14590736.171859002,0.0,0.0,0.0,0.0,15382138.320360987
290,1332.1,15077331.10568556,0.0,0.0,0.0,0.0,15383229.55554586
291,1332.5,15379993.233610762,0.0,0.0,0.0,0.0,15384320.54048549
292,1332.9,14984019.367271977,0.0,0.0,0.0,0.0,15385411.275312364
293,1333.3,15098221.602447515,0.0,0.0,0.0,0.0,15386501.760158848
294,1333.7,15357588.790493973,0.0,0.0,0.0,0.0,15387591.995157206
295,1334.1,15514576.119409123,0.0,0.0,0.0,0.0,15388681.980439594
296,1334.5,15450944.05014358,0.0,0.0,0.0,0.0,15389771.716138054
297,1334.9,15383395.83867173,0.0,0.0,0.0,0.0,15390861.202384515
298,1335.3,15380136.487119492,0.0,0.0,0.0,0.0,15391950.439310804
299,1335.7,15336021.55255617,0.0,0.0,0.0,0.0,15393039.427048637
300,1336.1,15250873.549989134,0.0,0.0,0.0,0.0,15394128.16572962
301,1336.5,15186865.790342389,0.0,0.0,0.0,0.0,15395216.655485248
302,1336.9,15336323.95043285,0.0,0.0,0.0,0.0,15396304.896446915
303,1337.3,15414758.96723346,0.0,0.0,0.0,0.0,15397392.888745895
304,1337.7,15374882.531381609,0.0,0.0,0.0,0.0,15398480.632513361
305,1338.1,15271922.13661085,0.0,0.0,0.0,0.0,15399568.127880378
306,1338.5,15282547.710300328,0.0,0.0,0.0,0.0,15400655.3749779
307,1338.9,15421097.72789369,0.0,0.0,0.0,0.0,15401742.37393677
308,1339.3,14911148.66311068,0.0,0.0,0.0,0.0,15402829.12488773
309,1339.7,15106369.068003356,0.0,0.0,0.0,0.0,15403915.627961412
310,1340.1,15204466.797486495,0.0,0.0,0.0,0.0,15405001.883288337
311,1340.5,15270347.699660942,0.0,0.0,0.0,0.0,15406087.89099892
312,1340.9,15438691.335042866,0.0,0.0,0.0,0.0,15407173.65122347
313,1341.3,15330607.407848047,0.0,0.0,0.0,0.0,15408259.164092181
314,1341.7,15176674.943240566,0.0,0.0,0.0,0.0,15409344.429735156
315,1342.1,15203160.803965127,0.0,0.0,0.0,0.0,15410429.448282374
316,1342.5,15158269.820828168,0.0,0.0,0.0,0.0,15411514.219863717
317,1342.9,14648901.132540451,0.0,0.0,0.0,0.0,15412598.744608954
318,1343.3,15071652.44522798,0.0,0.0,0.0,0.0,15413683.02264775
319,1343.7,15166610.678929102,0.0,0.0,0.0,0.0,15414767.054109666
320,1344.1,15192157.386555498,0.0,0.0,0.0,0.0,15415850.839124152
321,1344.5,14881733.375060536,0.0,0.0,0.0,0.0,15416934.377820551
322,1344.9,15049126.0799436,0.0,0.0,0.0,0.0,15418017.670328109
323,1345.3,15067490.348661715,0.0,0.0,0.0,0.0,15419100.716775948
324,1345.7,15162140.28317163,0.0,0.0,0.0,0.0,15420183.517293103
325,1346.1,15128507.398400769,0.0,0.0,0.0,0.0,15421266.07200849
326,1346.5,15237149.670381907,0.0,0.0,0.0,0.0,15422348.38105093
327,1346.9,15128728.33765298,0.0,0.0,0.0,0.0,15423430.444549121
328,1347.3,14887558.453836584,0.0,0.0,0.0,0.0,15424512.262631677
329,1347.7,15057311.123274082,0.0,0.0,0.0,0.0,15425593.83542709
330,1348.1,15121513.477659663,0.0,0.0,0.0,0.0,15426675.163063755
331,1348.5,15098232.54168233,0.0,0.0,0.0,0.0,15427756.245669957
332,1348.9,15932326.201570038,0.0,0.0,0.0,0.0,15428837.08337388
333,1349.3,16136746.990444273,0.0,0.0,0.0,0.0,15429917.676303597
334,1349.7,15142107.15150996,0.0,0.0,0.0,0.0,15430998.024587084
335,1350.1,15212601.09171546,0.0,0.0,0.0,0.0,15432078.128352208
336,1350.5,15338723.83455138,0.0,0.0,0.0,0.0,15433157.987726731
337,1350.9,14927964.440168312,0.0,0.0,0.0,0.0,15434237.60283831
338,1351.3,15193210.798310392,0.0,0.0,0.0,0.0,15435316.973814495
339,1351.7,15196647.411647797,0.0,0.0,0.0,0.0,15436396.100782743
340,1352.1,15158154.594758395,0.0,0.0,0.0,0.0,15437474.983870395
341,1352.5,15216072.928322803,0.0,0.0,0.0,0.0,15438553.623204688
342,1352.9,15289352.753179912,0.0,0.0,0.0,0.0,15439632.018912764
